id,name,picture,description,player_min_age,players_min_amount,players_max_amount,duration,release_year,rating
174430,Gloomhaven,https://cf.geekdo-images.com/images/pic2437871.jpg,https://boardgamegeek.com/boardgame/174430/gloomhaven,12,1,4,150,2017,8.767719999999999
161936,Pandemic Legacy: Season 1,https://cf.geekdo-images.com/images/pic2452831.png,https://boardgamegeek.com/boardgame/161936/pandemic-legacy-season-1,13,2,4,60,2015,8.582059999999998
182028,Through the Ages: A New Story of Civilization,https://cf.geekdo-images.com/images/pic2663291.jpg,https://boardgamegeek.com/boardgame/182028/through-ages-new-story-civilization,14,2,4,240,2015,8.490515
12333,Twilight Struggle,https://cf.geekdo-images.com/images/pic361592.jpg,https://boardgamegeek.com/boardgame/12333/twilight-struggle,13,2,2,180,2005,8.280999999999999
167791,Terraforming Mars,https://cf.geekdo-images.com/images/pic3536616.jpg,https://boardgamegeek.com/boardgame/167791/terraforming-mars,12,1,5,120,2016,8.278295
187645,Star Wars: Rebellion,https://cf.geekdo-images.com/images/pic2737530.png,https://boardgamegeek.com/boardgame/187645/star-wars-rebellion,14,2,4,240,2016,8.334975
120677,Terra Mystica,https://cf.geekdo-images.com/images/pic1356616.jpg,https://boardgamegeek.com/boardgame/120677/terra-mystica,12,2,5,150,2012,8.192875
169786,Scythe,https://cf.geekdo-images.com/images/pic3163924.jpg,https://boardgamegeek.com/boardgame/169786/scythe,14,1,5,115,2016,8.195030000000001
173346,7 Wonders Duel,https://cf.geekdo-images.com/images/pic3376065.jpg,https://boardgamegeek.com/boardgame/173346/7-wonders-duel,10,2,2,30,2015,8.082089999999999
193738,Great Western Trail,https://cf.geekdo-images.com/images/pic3113247.jpg,https://boardgamegeek.com/boardgame/193738/great-western-trail,12,2,4,150,2016,8.142365
84876,The Castles of Burgundy,https://cf.geekdo-images.com/images/pic1176894.jpg,https://boardgamegeek.com/boardgame/84876/castles-burgundy,12,2,4,90,2011,8.056825
115746,War of the Ring (Second Edition),https://cf.geekdo-images.com/images/pic1215633.jpg,https://boardgamegeek.com/boardgame/115746/war-ring-second-edition,13,2,4,180,2012,8.1868
102794,Caverna: The Cave Farmers,https://cf.geekdo-images.com/images/pic1790789.jpg,https://boardgamegeek.com/boardgame/102794/caverna-cave-farmers,12,1,7,210,2013,8.05597
3076,Puerto Rico,https://cf.geekdo-images.com/images/pic158548.jpg,https://boardgamegeek.com/boardgame/3076/puerto-rico,12,2,5,150,2002,8.01622
31260,Agricola,https://cf.geekdo-images.com/images/pic259085.jpg,https://boardgamegeek.com/boardgame/31260/agricola,12,1,5,150,2007,7.984580000000001
96848,Mage Knight Board Game,https://cf.geekdo-images.com/images/pic1083380.jpg,https://boardgamegeek.com/boardgame/96848/mage-knight-board-game,14,1,4,150,2011,8.027625
170216,Blood Rage,https://cf.geekdo-images.com/images/pic2439223.jpg,https://boardgamegeek.com/boardgame/170216/blood-rage,14,2,4,90,2015,8.00656
205637,Arkham Horror: The Card Game,https://cf.geekdo-images.com/images/pic3122349.jpg,https://boardgamegeek.com/boardgame/205637/arkham-horror-card-game,14,1,2,120,2016,8.09539
205059,Mansions of Madness: Second Edition,https://cf.geekdo-images.com/images/pic3118622.jpg,https://boardgamegeek.com/boardgame/205059/mansions-madness-second-edition,14,1,5,180,2016,8.062710000000001
25613,Through the Ages: A Story of Civilization,https://cf.geekdo-images.com/images/pic236169.jpg,https://boardgamegeek.com/boardgame/25613/through-ages-story-civilization,12,2,4,240,2006,7.967004999999999
209010,Mechs vs. Minions,https://cf.geekdo-images.com/images/pic3184103.jpg,https://boardgamegeek.com/boardgame/209010/mechs-vs-minions,14,2,4,90,2016,8.0687
183394,Viticulture Essential Edition,https://cf.geekdo-images.com/images/pic2649952.jpg,https://boardgamegeek.com/boardgame/183394/viticulture-essential-edition,13,1,6,90,2015,8.02143
164153,Star Wars: Imperial Assault,https://cf.geekdo-images.com/images/pic2247647.jpg,https://boardgamegeek.com/boardgame/164153/star-wars-imperial-assault,14,2,5,120,2014,8.016665
124361,Concordia,https://cf.geekdo-images.com/images/pic3453267.jpg,https://boardgamegeek.com/boardgame/124361/concordia,13,2,5,100,2013,7.95578
164928,Orléans,https://cf.geekdo-images.com/images/pic2578828.png,https://boardgamegeek.com/boardgame/164928/orleans,12,2,4,90,2014,7.963934999999998
2651,Power Grid,https://cf.geekdo-images.com/images/pic173153.jpg,https://boardgamegeek.com/boardgame/2651/power-grid,12,2,6,120,2004,7.881585000000001
72125,Eclipse,https://cf.geekdo-images.com/images/pic1974056.jpg,https://boardgamegeek.com/boardgame/72125/eclipse,14,2,6,200,2011,7.906845
175914,Food Chain Magnate,https://cf.geekdo-images.com/images/pic2649434.png,https://boardgamegeek.com/boardgame/175914/food-chain-magnate,14,2,5,240,2015,8.018564999999999
177736,A Feast for Odin,https://cf.geekdo-images.com/images/pic3146943.png,https://boardgamegeek.com/boardgame/177736/feast-odin,12,1,4,120,2016,8.007914999999999
121921,Robinson Crusoe: Adventures on the Cursed Island,https://cf.geekdo-images.com/images/pic3165731.jpg,https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-cursed-island,14,1,4,120,2012,7.884714999999999
28720,Brass: Lancashire,https://cf.geekdo-images.com/images/pic3469216.jpg,https://boardgamegeek.com/boardgame/28720/brass-lancashire,14,2,4,180,2007,7.901439999999999
126163,Tzolk'in: The Mayan Calendar,https://cf.geekdo-images.com/images/pic1413480.jpg,https://boardgamegeek.com/boardgame/126163/tzolk-mayan-calendar,13,2,4,90,2012,7.860455
35677,Le Havre,https://cf.geekdo-images.com/images/pic3330230.jpg,https://boardgamegeek.com/boardgame/35677/le-havre,12,1,5,150,2008,7.850659999999999
124742,Android: Netrunner,https://cf.geekdo-images.com/images/pic3738560.jpg,https://boardgamegeek.com/boardgame/124742/android-netrunner,14,2,2,45,2012,7.85458
55690,Kingdom Death: Monster,https://cf.geekdo-images.com/images/pic2931007.jpg,https://boardgamegeek.com/boardgame/55690/kingdom-death-monster,17,1,6,180,2015,8.36875
171623,The Voyages of Marco Polo,https://cf.geekdo-images.com/images/pic2461346.png,https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,12,2,4,100,2015,7.856175
180263,The 7th Continent,https://cf.geekdo-images.com/images/pic2648303.jpg,https://boardgamegeek.com/boardgame/180263/7th-continent,14,1,4,1000,2017,8.235255
178900,Codenames,https://cf.geekdo-images.com/images/pic2582929.jpg,https://boardgamegeek.com/boardgame/178900/codenames,14,2,8,15,2015,7.7771300000000005
122515,Keyflower,https://cf.geekdo-images.com/images/pic2278942.jpg,https://boardgamegeek.com/boardgame/122515/keyflower,12,2,6,120,2012,7.817209999999998
68448,7 Wonders,https://cf.geekdo-images.com/images/pic860217.jpg,https://boardgamegeek.com/boardgame/68448/7-wonders,10,2,7,30,2010,7.768725
146508,T.I.M.E Stories,https://cf.geekdo-images.com/images/pic2617634.png,https://boardgamegeek.com/boardgame/146508/time-stories,12,2,4,240,2015,7.830455000000001
18602,Caylus,https://cf.geekdo-images.com/images/pic1638795.jpg,https://boardgamegeek.com/boardgame/18602/caylus,12,2,5,150,2005,7.76795
146021,Eldritch Horror,https://cf.geekdo-images.com/images/pic1872452.jpg,https://boardgamegeek.com/boardgame/146021/eldritch-horror,14,1,8,240,2013,7.80523
12493,Twilight Imperium (Third Edition),https://cf.geekdo-images.com/images/pic50404.jpg,https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,14,3,6,240,2005,7.801239999999999
28143,Race for the Galaxy,https://cf.geekdo-images.com/images/pic236327.jpg,https://boardgamegeek.com/boardgame/28143/race-galaxy,12,2,4,60,2007,7.721155
110327,Lords of Waterdeep,https://cf.geekdo-images.com/images/pic1116080.jpg,https://boardgamegeek.com/boardgame/110327/lords-waterdeep,12,2,5,120,2012,7.73141
62219,Dominant Species,https://cf.geekdo-images.com/images/pic784193.jpg,https://boardgamegeek.com/boardgame/62219/dominant-species,14,2,6,240,2010,7.758325
157354,Five Tribes,https://cf.geekdo-images.com/images/pic2055255.jpg,https://boardgamegeek.com/boardgame/157354/five-tribes,13,2,4,80,2014,7.7341700000000015
93,El Grande,https://cf.geekdo-images.com/images/pic180538.jpg,https://boardgamegeek.com/boardgame/93/el-grande,12,2,5,120,1995,7.724674999999999
163412,Patchwork,https://cf.geekdo-images.com/images/pic2270442.jpg,https://boardgamegeek.com/boardgame/163412/patchwork,8,2,2,30,2014,7.7158099999999985
132531,Roll for the Galaxy,https://cf.geekdo-images.com/images/pic1473629.jpg,https://boardgamegeek.com/boardgame/132531/roll-galaxy,13,2,5,45,2014,7.725510000000001
159675,Fields of Arle,https://cf.geekdo-images.com/images/pic2225968.png,https://boardgamegeek.com/boardgame/159675/fields-arle,13,1,2,120,2014,7.91685
40834,Dominion: Intrigue,https://cf.geekdo-images.com/images/pic460011.jpg,https://boardgamegeek.com/boardgame/40834/dominion-intrigue,13,2,4,30,2009,7.709995000000001
201808,Clank!: A Deck-Building Adventure,https://cf.geekdo-images.com/images/pic3056966.jpg,https://boardgamegeek.com/boardgame/201808/clank-deck-building-adventure,12,1,4,60,2016,7.790914999999999
150376,Dead of Winter: A Crossroads Game,https://cf.geekdo-images.com/images/pic3016500.jpg,https://boardgamegeek.com/boardgame/150376/dead-winter-crossroads-game,14,2,5,210,2014,7.706205000000001
103885,Star Wars: X-Wing Miniatures Game,https://cf.geekdo-images.com/images/pic1603292.jpg,https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game,14,2,2,45,2012,7.736569999999999
37111,Battlestar Galactica: The Board Game,https://cf.geekdo-images.com/images/pic354500.jpg,https://boardgamegeek.com/boardgame/37111/battlestar-galactica-board-game,10,3,6,300,2008,7.689635000000001
221107,Pandemic Legacy: Season 2,https://cf.geekdo-images.com/images/pic3763549.jpg,https://boardgamegeek.com/boardgame/221107/pandemic-legacy-season-2,14,2,4,60,2017,8.14965
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,https://cf.geekdo-images.com/images/pic3514298.jpg,https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective-thames-murder,10,1,8,120,1981,7.713864999999999
172386,Mombasa,https://cf.geekdo-images.com/images/pic2611318.jpg,https://boardgamegeek.com/boardgame/172386/mombasa,12,2,4,150,2015,7.774380000000002
144733,Russian Railroads,https://cf.geekdo-images.com/images/pic1772936.jpg,https://boardgamegeek.com/boardgame/144733/russian-railroads,12,2,4,120,2013,7.695525
102680,Trajan,https://cf.geekdo-images.com/images/pic1054375.jpg,https://boardgamegeek.com/boardgame/102680/trajan,12,2,4,120,2011,7.69327
73439,Troyes,https://cf.geekdo-images.com/images/pic750583.jpg,https://boardgamegeek.com/boardgame/73439/troyes,12,2,4,90,2010,7.673035
36218,Dominion,https://cf.geekdo-images.com/images/pic394356.jpg,https://boardgamegeek.com/boardgame/36218/dominion,13,2,4,30,2008,7.628889999999999
42,Tigris & Euphrates,https://cf.geekdo-images.com/images/pic2338267.jpg,https://boardgamegeek.com/boardgame/42/tigris-euphrates,12,2,4,90,1997,7.646789999999999
30549,Pandemic,https://cf.geekdo-images.com/images/pic1534148.jpg,https://boardgamegeek.com/boardgame/30549/pandemic,8,2,4,45,2008,7.615710000000001
220308,Gaia Project,https://cf.geekdo-images.com/images/pic3763556.jpg,https://boardgamegeek.com/boardgame/220308/gaia-project,12,1,4,150,2017,8.186024999999999
194655,Santorini,https://cf.geekdo-images.com/images/pic3283110.png,https://boardgamegeek.com/boardgame/194655/santorini,8,2,4,20,2016,7.718064999999999
125153,The Gallerist,https://cf.geekdo-images.com/images/pic2503200.png,https://boardgamegeek.com/boardgame/125153/gallerist,13,1,4,150,2015,7.797175
521,Crokinole,https://cf.geekdo-images.com/images/pic79413.jpg,https://boardgamegeek.com/boardgame/521/crokinole,8,2,4,30,1876,7.672425
104162,Descent: Journeys in the Dark (Second Edition),https://cf.geekdo-images.com/images/pic1180640.jpg,https://boardgamegeek.com/boardgame/104162/descent-journeys-dark-second-edition,14,2,5,120,2012,7.657014999999999
127023,Kemet,https://cf.geekdo-images.com/images/pic1431241.jpg,https://boardgamegeek.com/boardgame/127023/kemet,13,2,5,120,2012,7.6505
155426,Castles of Mad King Ludwig,https://cf.geekdo-images.com/images/pic1961827.jpg,https://boardgamegeek.com/boardgame/155426/castles-mad-king-ludwig,13,1,4,90,2014,7.608729999999999
9609,War of the Ring (first edition),https://cf.geekdo-images.com/images/pic725882.jpg,https://boardgamegeek.com/boardgame/9609/war-ring-first-edition,12,2,4,120,2004,7.662344999999999
34635,Stone Age,https://cf.geekdo-images.com/images/pic1632539.jpg,https://boardgamegeek.com/boardgame/34635/stone-age,10,2,4,90,2008,7.573989999999999
161970,Alchemists,https://cf.geekdo-images.com/images/pic2241156.png,https://boardgamegeek.com/boardgame/161970/alchemists,13,2,4,120,2014,7.6259549999999985
216132,Clans of Caledonia,https://cf.geekdo-images.com/images/pic3511783.png,https://boardgamegeek.com/boardgame/216132/clans-caledonia,12,1,4,120,2017,7.86267
128882,The Resistance: Avalon,https://cf.geekdo-images.com/images/pic1398895.jpg,https://boardgamegeek.com/boardgame/128882/resistance-avalon,13,5,10,30,2012,7.5966200000000015
103343,A Game of Thrones: The Board Game (Second Edition),https://cf.geekdo-images.com/images/pic1077906.jpg,https://boardgamegeek.com/boardgame/103343/game-thrones-board-game-second-edition,14,3,6,240,2011,7.610555000000001
175155,Forbidden Stars,https://cf.geekdo-images.com/images/pic2471359.jpg,https://boardgamegeek.com/boardgame/175155/forbidden-stars,14,2,4,180,2015,7.767714999999999
155068,Arcadia Quest,https://cf.geekdo-images.com/images/pic2305263.jpg,https://boardgamegeek.com/boardgame/155068/arcadia-quest,13,2,4,60,2014,7.712805
146652,Legendary Encounters: An Alien Deck Building Game,https://cf.geekdo-images.com/images/pic2225180.jpg,https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game,17,1,5,45,2014,7.667000000000001
147020,Star Realms,https://cf.geekdo-images.com/images/pic1903816.jpg,https://boardgamegeek.com/boardgame/147020/star-realms,12,2,2,20,2014,7.56509
70149,Ora et Labora,https://cf.geekdo-images.com/images/pic1165426.jpg,https://boardgamegeek.com/boardgame/70149/ora-et-labora,13,1,4,180,2011,7.626314999999999
123260,Suburbia,https://cf.geekdo-images.com/images/pic1418335.jpg,https://boardgamegeek.com/boardgame/123260/suburbia,8,1,4,90,2012,7.543139999999999
126042,Nations,https://cf.geekdo-images.com/images/pic1591406.png,https://boardgamegeek.com/boardgame/126042/nations,14,1,5,200,2013,7.597015000000002
14996,Ticket to Ride: Europe,https://cf.geekdo-images.com/images/pic66668.jpg,https://boardgamegeek.com/boardgame/14996/ticket-ride-europe,8,2,5,60,2005,7.52758
43111,Chaos in the Old World,https://cf.geekdo-images.com/images/pic1318481.jpg,https://boardgamegeek.com/boardgame/43111/chaos-old-world,13,3,4,120,2009,7.57713
14105,Commands & Colors: Ancients,https://cf.geekdo-images.com/images/pic132447.jpg,https://boardgamegeek.com/boardgame/14105/commands-colors-ancients,12,2,2,60,2006,7.627935000000001
148949,Istanbul,https://cf.geekdo-images.com/images/pic1885326.jpg,https://boardgamegeek.com/boardgame/148949/istanbul,10,2,5,60,2014,7.549164999999999
17133,Railways of the World,https://cf.geekdo-images.com/images/pic445850.jpg,https://boardgamegeek.com/boardgame/17133/railways-world,10,2,6,120,2005,7.5791699999999995
91,Paths of Glory,https://cf.geekdo-images.com/images/pic834645.jpg,https://boardgamegeek.com/boardgame/91/paths-glory,14,2,2,480,1999,7.737055000000001
185343,Anachrony,https://cf.geekdo-images.com/images/pic3499707.jpg,https://boardgamegeek.com/boardgame/185343/anachrony,15,1,4,120,2017,7.816754999999999
171131,Captain Sonar,https://cf.geekdo-images.com/images/pic3013621.png,https://boardgamegeek.com/boardgame/171131/captain-sonar,14,2,8,60,2016,7.598579999999999
198928,Pandemic Iberia,https://cf.geekdo-images.com/images/pic3000850.png,https://boardgamegeek.com/boardgame/198928/pandemic-iberia,8,2,5,45,2016,7.7591350000000014
39463,Cosmic Encounter,https://cf.geekdo-images.com/images/pic1521633.jpg,https://boardgamegeek.com/boardgame/39463/cosmic-encounter,12,3,5,120,2008,7.512460000000001
21050,Combat Commander: Europe,https://cf.geekdo-images.com/images/pic992459.jpg,https://boardgamegeek.com/boardgame/21050/combat-commander-europe,12,2,2,180,2006,7.6631399999999985
9216,Goa,https://cf.geekdo-images.com/images/pic1215969.jpg,https://boardgamegeek.com/boardgame/9216/goa,12,2,4,90,2004,7.5211700000000015
77423,The Lord of the Rings: The Card Game,https://cf.geekdo-images.com/images/pic906495.jpg,https://boardgamegeek.com/boardgame/77423/lord-rings-card-game,13,1,2,60,2011,7.521160000000001
54043,Jaipur,https://cf.geekdo-images.com/images/pic725500.jpg,https://boardgamegeek.com/boardgame/54043/jaipur,12,2,2,30,2009,7.474414999999999
146886,La Granja,https://cf.geekdo-images.com/images/pic2031777.jpg,https://boardgamegeek.com/boardgame/146886/la-granja,12,1,4,120,2014,7.5877550000000005
43015,Hansa Teutonica,https://cf.geekdo-images.com/images/pic839090.jpg,https://boardgamegeek.com/boardgame/43015/hansa-teutonica,12,2,5,90,2009,7.521535000000001
27833,Steam,https://cf.geekdo-images.com/images/pic392515.jpg,https://boardgamegeek.com/boardgame/27833/steam,10,3,5,90,2009,7.530365
176189,Zombicide: Black Plague,https://cf.geekdo-images.com/images/pic2482309.jpg,https://boardgamegeek.com/boardgame/176189/zombicide-black-plague,10,1,6,180,2015,7.638714999999999
4098,Age of Steam,https://cf.geekdo-images.com/images/pic429576.jpg,https://boardgamegeek.com/boardgame/4098/age-steam,13,1,6,120,2002,7.55255
230802,Azul,https://cf.geekdo-images.com/images/pic3718275.jpg,https://boardgamegeek.com/boardgame/230802/azul,8,2,4,45,2017,7.683205
104006,Village,https://cf.geekdo-images.com/images/pic2760568.jpg,https://boardgamegeek.com/boardgame/104006/village,12,2,4,90,2011,7.4801899999999995
148228,Splendor,https://cf.geekdo-images.com/images/pic1904079.jpg,https://boardgamegeek.com/boardgame/148228/splendor,10,2,4,30,2014,7.456855
555,The Princes of Florence,https://cf.geekdo-images.com/images/pic1306997.jpg,https://boardgamegeek.com/boardgame/555/princes-florence,12,2,5,100,2000,7.488010000000001
31627,Ticket to Ride: Nordic Countries,https://cf.geekdo-images.com/images/pic369616.jpg,https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries,8,2,3,60,2007,7.528205000000001
128621,Viticulture,https://cf.geekdo-images.com/images/pic2619743.jpg,https://boardgamegeek.com/boardgame/128621/viticulture,13,2,6,90,2013,7.554360000000001
215,Tichu,https://cf.geekdo-images.com/images/pic169494.jpg,https://boardgamegeek.com/boardgame/215/tichu,10,4,4,60,1991,7.497535000000001
188,Go,https://cf.geekdo-images.com/images/pic1728832.jpg,https://boardgamegeek.com/boardgame/188/go,8,2,2,180,-2200,7.526414999999999
196340,Yokohama,https://cf.geekdo-images.com/images/pic2948038.png,https://boardgamegeek.com/boardgame/196340/yokohama,12,2,4,90,2016,7.691135000000001
10630,Memoir '44,https://cf.geekdo-images.com/images/pic43663.jpg,https://boardgamegeek.com/boardgame/10630/memoir-44,8,2,8,60,2004,7.464399999999999
182874,Grand Austria Hotel,https://cf.geekdo-images.com/images/pic2728138.jpg,https://boardgamegeek.com/boardgame/182874/grand-austria-hotel,12,2,4,120,2015,7.582335
129437,Legendary: A Marvel Deck Building Game,https://cf.geekdo-images.com/images/pic1430769.jpg,https://boardgamegeek.com/boardgame/129437/legendary-marvel-deck-building-game,14,1,5,45,2012,7.504625
233078,Twilight Imperium: Fourth Edition,https://cf.geekdo-images.com/images/pic3727516.jpg,https://boardgamegeek.com/boardgame/233078/twilight-imperium-fourth-edition,14,3,6,480,2017,8.22533
9209,Ticket to Ride,https://cf.geekdo-images.com/images/pic38668.jpg,https://boardgamegeek.com/boardgame/9209/ticket-ride,8,2,5,60,2004,7.421114999999999
172287,Champions of Midgard,https://cf.geekdo-images.com/images/pic2869714.jpg,https://boardgamegeek.com/boardgame/172287/champions-midgard,10,2,4,90,2015,7.572875
154203,Imperial Settlers,https://cf.geekdo-images.com/images/pic2871265.jpg,https://boardgamegeek.com/boardgame/154203/imperial-settlers,10,1,4,90,2014,7.4508100000000015
20551,Shogun,https://cf.geekdo-images.com/images/pic145843.jpg,https://boardgamegeek.com/boardgame/20551/shogun,12,3,5,150,2006,7.464355
31481,Galaxy Trucker,https://cf.geekdo-images.com/images/pic3926631.jpg,https://boardgamegeek.com/boardgame/31481/galaxy-trucker,10,2,4,60,2007,7.409045000000001
146439,BattleLore (Second Edition),https://cf.geekdo-images.com/images/pic1854807.jpg,https://boardgamegeek.com/boardgame/146439/battlelore-second-edition,14,2,2,90,2013,7.62533
101721,Mage Wars Arena,https://cf.geekdo-images.com/images/pic2386027.jpg,https://boardgamegeek.com/boardgame/101721/mage-wars-arena,13,2,2,90,2012,7.55645
234,Hannibal: Rome vs. Carthage,https://cf.geekdo-images.com/images/pic706069.jpg,https://boardgamegeek.com/boardgame/234/hannibal-rome-vs-carthage,12,2,2,200,1996,7.58845
155821,Inis,https://cf.geekdo-images.com/images/pic3112623.jpg,https://boardgamegeek.com/boardgame/155821/inis,14,2,4,90,2016,7.584989999999999
54998,Cyclades,https://cf.geekdo-images.com/images/pic584779.jpg,https://boardgamegeek.com/boardgame/54998/cyclades,13,2,5,90,2009,7.4449
7854,YINSH,https://cf.geekdo-images.com/images/pic2844830.png,https://boardgamegeek.com/boardgame/7854/yinsh,9,2,2,60,2003,7.518734999999999
140620,Lewis & Clark,https://cf.geekdo-images.com/images/pic1902092.jpg,https://boardgamegeek.com/boardgame/140620/lewis-clark,14,1,5,120,2013,7.453474999999999
22545,Age of Empires III: The Age of Discovery,https://cf.geekdo-images.com/images/pic990261.jpg,https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery,10,2,5,120,2007,7.460979999999998
97207,Dungeon Petz,https://cf.geekdo-images.com/images/pic1103979.jpg,https://boardgamegeek.com/boardgame/97207/dungeon-petz,13,2,4,90,2011,7.453335000000001
12,Ra,https://cf.geekdo-images.com/images/pic3013552.jpg,https://boardgamegeek.com/boardgame/12/ra,12,2,5,60,1999,7.4062399999999995
93260,Summoner Wars: Master Set,https://cf.geekdo-images.com/images/pic923048.jpg,https://boardgamegeek.com/boardgame/93260/summoner-wars-master-set,9,2,4,30,2011,7.465615
24181,Imperial,https://cf.geekdo-images.com/images/pic840712.jpg,https://boardgamegeek.com/boardgame/24181/imperial,13,2,6,180,2006,7.48075
59294,Runewars,https://cf.geekdo-images.com/images/pic1534815.jpg,https://boardgamegeek.com/boardgame/59294/runewars,14,2,4,240,2010,7.511564999999999
822,Carcassonne,https://cf.geekdo-images.com/images/pic2337577.jpg,https://boardgamegeek.com/boardgame/822/carcassonne,8,2,5,45,2000,7.381475
38453,Space Alert,https://cf.geekdo-images.com/images/pic384313.jpg,https://boardgamegeek.com/boardgame/38453/space-alert,12,1,5,30,2008,7.418575
193037,Dead of Winter: The Long Night,https://cf.geekdo-images.com/images/pic2906832.jpg,https://boardgamegeek.com/boardgame/193037/dead-winter-long-night,14,2,5,120,2016,7.631970000000001
25021,Sekigahara: The Unification of Japan,https://cf.geekdo-images.com/images/pic1063508.jpg,https://boardgamegeek.com/boardgame/25021/sekigahara-unification-japan,12,2,2,180,2011,7.6873949999999995
181304,Mysterium,https://cf.geekdo-images.com/images/pic2601683.jpg,https://boardgamegeek.com/boardgame/181304/mysterium,10,2,7,42,2015,7.4021849999999985
19857,Glory to Rome,https://cf.geekdo-images.com/images/pic1079512.png,https://boardgamegeek.com/boardgame/19857/glory-rome,12,2,5,60,2005,7.407494999999999
127060,Bora Bora,https://cf.geekdo-images.com/images/pic1542342.jpg,https://boardgamegeek.com/boardgame/127060/bora-bora,12,2,4,120,2013,7.45477
118048,Targi,https://cf.geekdo-images.com/images/pic1629318.jpg,https://boardgamegeek.com/boardgame/118048/targi,12,2,2,60,2012,7.460225
172818,Above and Below,https://cf.geekdo-images.com/images/pic2398773.jpg,https://boardgamegeek.com/boardgame/172818/above-and-below,13,2,4,90,2015,7.462859999999999
192291,Sushi Go Party!,https://cf.geekdo-images.com/images/pic3031286.jpg,https://boardgamegeek.com/boardgame/192291/sushi-go-party,8,2,8,20,2016,7.46594
48726,Alien Frontiers,https://cf.geekdo-images.com/images/pic3360924.png,https://boardgamegeek.com/boardgame/48726/alien-frontiers,13,2,4,90,2010,7.39734
176494,Isle of Skye: From Chieftain to King,https://cf.geekdo-images.com/images/pic2524838.jpg,https://boardgamegeek.com/boardgame/176494/isle-skye-chieftain-king,8,2,5,50,2015,7.40516
27708,1960: The Making of the President,https://cf.geekdo-images.com/images/pic3499166.jpg,https://boardgamegeek.com/boardgame/27708/1960-making-president,12,2,2,90,2007,7.448554999999999
108745,Seasons,https://cf.geekdo-images.com/images/pic1299390.jpg,https://boardgamegeek.com/boardgame/108745/seasons,14,2,4,60,2012,7.381625
155873,Power Grid Deluxe: Europe/North America,https://cf.geekdo-images.com/images/pic2056160.jpg,https://boardgamegeek.com/boardgame/155873/power-grid-deluxe-europenorth-america,12,2,6,120,2014,7.70095
463,Magic: The Gathering,https://cf.geekdo-images.com/images/pic163749.jpg,https://boardgamegeek.com/boardgame/463/magic-gathering,13,2,2,20,1993,7.373370000000001
82222,Xia: Legends of a Drift System,https://cf.geekdo-images.com/images/pic1807124.png,https://boardgamegeek.com/boardgame/82222/xia-legends-drift-system,12,3,5,180,2014,7.5687700000000016
181279,Fury of Dracula (third edition),https://cf.geekdo-images.com/images/pic2628062.jpg,https://boardgamegeek.com/boardgame/181279/fury-dracula-third-edition,14,2,5,180,2015,7.476545
92828,Dixit Odyssey,https://cf.geekdo-images.com/images/pic918568.jpg,https://boardgamegeek.com/boardgame/92828/dixit-odyssey,8,3,12,30,2011,7.401395
66589,Navegador,https://cf.geekdo-images.com/images/pic3246725.jpg,https://boardgamegeek.com/boardgame/66589/navegador,12,2,5,90,2010,7.435805
17392,Here I Stand,https://cf.geekdo-images.com/images/pic353047.jpg,https://boardgamegeek.com/boardgame/17392/here-i-stand,12,2,6,360,2006,7.61406
421,1830: Railways & Robber Barons,https://cf.geekdo-images.com/images/pic882119.jpg,https://boardgamegeek.com/boardgame/421/1830-railways-robber-barons,14,2,7,360,1986,7.555675
54138,Imperial 2030,https://cf.geekdo-images.com/images/pic586346.jpg,https://boardgamegeek.com/boardgame/54138/imperial-2030,12,2,6,120,2009,7.508224999999999
41114,The Resistance,https://cf.geekdo-images.com/images/pic2576459.jpg,https://boardgamegeek.com/boardgame/41114/resistance,13,5,10,30,2009,7.334110000000001
77130,Sid Meier's Civilization: The Board Game,https://cf.geekdo-images.com/images/pic798666.jpg,https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-board-game,13,2,4,240,2010,7.380764999999999
3,Samurai,https://cf.geekdo-images.com/images/pic3211873.jpg,https://boardgamegeek.com/boardgame/3/samurai,10,2,4,60,1998,7.354645
119890,Agricola: All Creatures Big and Small,https://cf.geekdo-images.com/images/pic1514252.jpg,https://boardgamegeek.com/boardgame/119890/agricola-all-creatures-big-and-small,13,2,2,30,2012,7.367979999999998
760,Battle Line,https://cf.geekdo-images.com/images/pic149717.jpg,https://boardgamegeek.com/boardgame/760/battle-line,12,2,2,30,2000,7.338844999999999
156129,Deception: Murder in Hong Kong,https://cf.geekdo-images.com/images/pic2568916.jpg,https://boardgamegeek.com/boardgame/156129/deception-murder-hong-kong,14,4,12,20,2014,7.40375
163745,Star Wars: Armada,https://cf.geekdo-images.com/images/pic2355171.jpg,https://boardgamegeek.com/boardgame/163745/star-wars-armada,14,2,2,120,2015,7.61027
